2,1,5,113,7,0,0,0,0,0,1,0,0,6,1,1,0,0,1,0,14,75,16,0,0,0,0.2046332046,0.4242424242,0,1,1,1,0,0.0000000000,0,0,0,0,1,0,0,1,1,-1,1,0,0,1,0
2,0,2,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,14,0,0,0,0,0.0000000000,0.0625000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1
2,1,3,61,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,39,14,0,0,0,0,0.0000000000,0.0000000000,0,0,1,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
2,1,1,45,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,21,0,0,0,0,0.0161290323,0.1230769231,0,1,0,0,0,0.0645161290,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
1,0,2,34,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,14,6,6,0,0,0,0.0444444444,0.1739130435,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
4,2,2,130,1,0,0,0,2,1,7,6,0,5,1,0,0,0,0,0,25,13,84,0,0,0,0.0392156863,0.0434782609,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0
3,1,4,59,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,17,35,0,0,0,1,0.8333333333,1.0000000000,1,1,0,1,0,0.1666666667,1,0,0,0,0,0,0,0,1,0,1,0,-1,-1,1
3,1,1,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,13,0,0,0,0,0.0000000000,0.0526315789,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
2,0,6,65,0,0,0,0,1,0,0,0,0,4,1,1,0,0,1,0,20,38,0,0,0,0,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
3,1,3,52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,19,26,0,0,0,0,0.0000000000,0.0000000000,0,1,1,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
4,0,10,110,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,19,84,0,0,1,0,0.0000000000,0.1250000000,1,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
1,0,2,60,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,45,0,0,0,0,0.1370967742,0.9892473118,1,1,1,0,0,0.0887096774,0,0,0,0,1,0,0,0,1,0,-1,1,-1,1,0
4,2,2,67,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,15,28,16,0,0,0,0.0266666667,0.3600000000,0,1,1,0,0,0.0000000000,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
3,1,3,97,5,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,22,68,0,0,0,0,0.1184210526,0.5500000000,0,1,0,0,0,0.1973684211,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0
4,1,2,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,16,0,0,0,1,1.0000000000,1.0000000000,1,1,0,0,0,0.0000000000,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
2,0,4,67,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,45,0,0,0,0,0.0000000000,0.0833333333,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,0,2,82,7,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,67,0,0,0,0,0.1568627451,0.7200000000,0,0,0,0,0,0.0294117647,0,0,0,0,1,0,0,0,1,-1,-1,1,0,1,0
2,1,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,5,0,0,0,0,0.7777777778,0.2222222222,0,1,0,0,0,0.2222222222,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
3,1,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,16,0,0,0,0,0.0000000000,0.0357142857,1,1,0,0,0,1.0000000000,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
2,0,4,70,0,0,0,0,0,1,0,0,0,15,1,1,0,0,0,0,22,41,0,0,0,0,0.0000000000,0.0000000000,0,1,1,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3,1,3,54,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,28,0,0,0,0,0.9230769231,1.0000000000,0,1,0,0,0,0.0000000000,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1
1,0,4,93,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,19,42,24,0,0,0,0.0208333333,0.1369863014,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,0
2,1,7,74,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,28,39,0,0,0,0,0.0000000000,0.7857142857,0,1,0,0,0,1.0000000000,1,0,0,0,0,1,0,0,1,0,-1,1,1,-1,1
4,1,6,80,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,57,0,0,0,0,0.0909090909,0.7272727273,0,1,0,0,0,0.9090909091,1,1,0,0,0,0,0,0,1,-1,-1,1,0,-1,1
4,2,2,42,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19,16,0,0,0,0,0.1538461538,0.1250000000,0,0,0,0,0,0.0769230769,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
1,0,2,82,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,59,0,0,0,0,0.1306306306,0.2653061224,0,1,1,0,0,0.0495495495,0,0,0,0,1,0,0,0,1,-1,1,1,0,1,0
3,1,8,54,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,16,31,0,0,0,0,1.0000000000,0.1428571429,1,1,0,0,0,0.0000000000,0,0,0,0,0,1,0,0,1,0,1,1,0,-1,1
4,1,4,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,32,0,0,0,0,0.0000000000,0.0000000000,0,1,1,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
2,0,3,49,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,13,29,0,0,0,1,1.0000000000,0.9000000000,0,1,0,0,0,0.0000000000,1,1,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
1,0,6,74,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,45,0,0,1,0,0.0000000000,0.1333333333,0,1,1,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1
2,0,2,144,1,0,0,0,7,0,2,2,0,4,1,1,0,0,0,0,19,22,95,0,0,0,0.0000000000,0.3333333333,0,1,1,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1
3,1,2,34,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,21,6,0,0,0,0,0.0158730159,0.4400000000,1,1,0,0,0,0.1269841270,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
1,0,6,101,8,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,19,75,0,0,0,0,0.1250000000,0.5714285714,0,1,0,0,0,0.0312500000,0,0,0,0,0,1,0,0,1,-1,0,1,0,1,0
1,0,3,49,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,14,28,0,0,0,1,0.1250000000,0.2941176471,0,1,1,0,0,0.0416666667,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
2,1,6,57,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,21,29,0,0,0,0,0.0363636364,0.1000000000,0,1,0,0,0,0.3636363636,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
